"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Age Last Birthday","C02786V03355","At Each Year of Age","UNIT","VALUE"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","087","87 years","24","Population at or over this age","Number","38920"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","088","88 years","22","Population","Number","6854"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","088","88 years","23","Population at or under this age","Number","4564161"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","088","88 years","24","Population at or over this age","Number","30945"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","089","89 years","22","Population","Number","5562"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","089","89 years","23","Population at or under this age","Number","4569723"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","089","89 years","24","Population at or over this age","Number","24091"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","090","90 years","22","Population","Number","4718"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","090","90 years","23","Population at or under this age","Number","4574441"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","090","90 years","24","Population at or over this age","Number","18529"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","091","91 years","22","Population","Number","3859"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","091","91 years","23","Population at or under this age","Number","4578300"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","091","91 years","24","Population at or over this age","Number","13811"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","092","92 years","22","Population","Number","2763"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","092","92 years","23","Population at or under this age","Number","4581063"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","092","92 years","24","Population at or over this age","Number","9952"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","093","93 years","22","Population","Number","1927"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","093","93 years","23","Population at or under this age","Number","4582990"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","093","93 years","24","Population at or over this age","Number","7189"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","094","94 years","22","Population","Number","1610"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","094","94 years","23","Population at or under this age","Number","4584600"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","094","94 years","24","Population at or over this age","Number","5262"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","095","95 years","22","Population","Number","1166"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","095","95 years","23","Population at or under this age","Number","4585766"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","095","95 years","24","Population at or over this age","Number","3652"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","096","96 years","22","Population","Number","810"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","096","96 years","23","Population at or under this age","Number","4586576"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","096","96 years","24","Population at or over this age","Number","2486"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","097","97 years","22","Population","Number","638"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","097","97 years","23","Population at or under this age","Number","4587214"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","097","97 years","24","Population at or over this age","Number","1676"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","098","98 years","22","Population","Number","381"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","098","98 years","23","Population at or under this age","Number","4587595"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","098","98 years","24","Population at or over this age","Number","1038"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","099","99 years","22","Population","Number","268"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","099","99 years","23","Population at or under this age","Number","4587863"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","099","99 years","24","Population at or over this age","Number","657"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","650","100 years and over","22","Population","Number","389"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","650","100 years and over","23","Population at or under this age","Number","4588252"
"EY007","Population 2011 to 2016","2011","2011","-","Both sexes","650","100 years and over","24","Population at or over this age","Number","389"
"EY007","Population 2011 to 2016","2011","2011","1","Male","-","All ages","22","Population","Number","2272699"
"EY007","Population 2011 to 2016","2011","2011","1","Male","-","All ages","23","Population at or under this age","Number","2272699"
"EY007","Population 2011 to 2016","2011","2011","1","Male","-","All ages","24","Population at or over this age","Number","2272699"
"EY007","Population 2011 to 2016","2011","2011","1","Male","200","Under 1 year","22","Population","Number","36850"
"EY007","Population 2011 to 2016","2011","2011","1","Male","200","Under 1 year","23","Population at or under this age","Number","36850"
"EY007","Population 2011 to 2016","2011","2011","1","Male","200","Under 1 year","24","Population at or over this age","Number","2272699"
"EY007","Population 2011 to 2016","2011","2011","1","Male","001","1 year","22","Population","Number","37230"
"EY007","Population 2011 to 2016","2011","2011","1","Male","001","1 year","23","Population at or under this age","Number","74080"
"EY007","Population 2011 to 2016","2011","2011","1","Male","001","1 year","24","Population at or over this age","Number","2235849"
"EY007","Population 2011 to 2016","2011","2011","1","Male","002","2 years","22","Population","Number","37153"
"EY007","Population 2011 to 2016","2011","2011","1","Male","002","2 years","23","Population at or under this age","Number","111233"
"EY007","Population 2011 to 2016","2011","2011","1","Male","002","2 years","24","Population at or over this age","Number","2198619"
"EY007","Population 2011 to 2016","2011","2011","1","Male","003","3 years","22","Population","Number","36382"
"EY007","Population 2011 to 2016","2011","2011","1","Male","003","3 years","23","Population at or under this age","Number","147615"
"EY007","Population 2011 to 2016","2011","2011","1","Male","003","3 years","24","Population at or over this age","Number","2161466"
"EY007","Population 2011 to 2016","2011","2011","1","Male","004","4 years","22","Population","Number","34461"
"EY007","Population 2011 to 2016","2011","2011","1","Male","004","4 years","23","Population at or under this age","Number","182076"
"EY007","Population 2011 to 2016","2011","2011","1","Male","004","4 years","24","Population at or over this age","Number","2125084"
"EY007","Population 2011 to 2016","2011","2011","1","Male","005","5 years","22","Population","Number","33199"
"EY007","Population 2011 to 2016","2011","2011","1","Male","005","5 years","23","Population at or under this age","Number","215275"
"EY007","Population 2011 to 2016","2011","2011","1","Male","005","5 years","24","Population at or over this age","Number","2090623"
"EY007","Population 2011 to 2016","2011","2011","1","Male","006","6 years","22","Population","Number","33534"
"EY007","Population 2011 to 2016","2011","2011","1","Male","006","6 years","23","Population at or under this age","Number","248809"
"EY007","Population 2011 to 2016","2011","2011","1","Male","006","6 years","24","Population at or over this age","Number","2057424"
"EY007","Population 2011 to 2016","2011","2011","1","Male","007","7 years","22","Population","Number","32829"
"EY007","Population 2011 to 2016","2011","2011","1","Male","007","7 years","23","Population at or under this age","Number","281638"
"EY007","Population 2011 to 2016","2011","2011","1","Male","007","7 years","24","Population at or over this age","Number","2023890"
"EY007","Population 2011 to 2016","2011","2011","1","Male","008","8 years","22","Population","Number","32578"
"EY007","Population 2011 to 2016","2011","2011","1","Male","008","8 years","23","Population at or under this age","Number","314216"
"EY007","Population 2011 to 2016","2011","2011","1","Male","008","8 years","24","Population at or over this age","Number","1991061"
"EY007","Population 2011 to 2016","2011","2011","1","Male","009","9 years","22","Population","Number","31897"
"EY007","Population 2011 to 2016","2011","2011","1","Male","009","9 years","23","Population at or under this age","Number","346113"
"EY007","Population 2011 to 2016","2011","2011","1","Male","009","9 years","24","Population at or over this age","Number","1958483"
"EY007","Population 2011 to 2016","2011","2011","1","Male","010","10 years","22","Population","Number","31514"
"EY007","Population 2011 to 2016","2011","2011","1","Male","010","10 years","23","Population at or under this age","Number","377627"
"EY007","Population 2011 to 2016","2011","2011","1","Male","010","10 years","24","Population at or over this age","Number","1926586"
"EY007","Population 2011 to 2016","2011","2011","1","Male","011","11 years","22","Population","Number","31114"
